id,d_c1_h,d_c1_s,d_c1_v,d_c1_pc,d_c2_h,d_c2_s,d_c2_v,d_c2_pc,d_c3_h,d_c3_s,d_c3_v,d_c3_pc
320,221.78569031971873,0.542487586142448,0.20798472286249672,30.27,208.74695243778962,0.35374766223701426,0.34539961234295913,27.28,195.12226915026432,0.2101846519897787,0.4779173396617031,25.35
746,48.337316603029365,0.24383400990080772,0.6946500496360241,41.32,20.479435804416426,0.7649759424769761,0.6838862601136363,29.55,228.89494831706617,0.4566038101993893,0.2867736998783036,20.02
913,201.5055967961746,0.6782134176808993,0.5660037017384507,24.14,66.5352991863376,0.027079320431642566,0.9201519484803885,20.92,30.60518109542014,0.28068321396184265,0.8236286712154048,18.59
930,0.31786893240700426,0.04240653013277404,0.035170488636861445,75.68,49.658036830353126,0.24534933885259536,0.47365554115032754,18.97,116.50402449423554,0.7499012965119805,0.09354317165462768,2.22
1153,45.03394322605093,0.42790151379160035,0.6108663499987979,56.63,20.300735045583814,0.49873354759485977,0.5266437012905321,29.62,79.472204184397,0.38101004081392614,0.42656886715567144,6.93
1154,32.66653143701101,0.541194718416298,0.48775890890569096,41.47,52.927310185490214,0.5099209472596128,0.6422099510931426,36.29,13.893480505981506,0.7111759869162616,0.3003459320947905,14.8
1212,0.0,0.0032762537130875415,0.007311399135925359,44.51,223.67162654733082,0.23620799845217935,0.1617230812830908,21.52,150.07338495319541,0.28406898991541435,0.041827044003782544,16.82
2066,6.27911298098591,0.25379684659153906,0.263112570576509,34.13,52.34060182180092,0.45802698292743826,0.6779463930041725,24.12,203.32233532270126,0.8114318209590591,0.4656140734571859,13.6
2206,18.588273473381417,0.5271306292061841,0.6201625556212521,53.36,261.82273332492593,0.5176009547307371,0.19308105407764714,25.34,199.39763625688946,0.3300228001647042,0.4263422256948264,8.2
3292,46.10531425416253,0.3286104661485885,0.7252349694377314,27.01,73.75314385059761,0.1745976463136629,0.7295630368129452,22.53,3.5100934657947427,0.39874978420796203,0.6220224135219814,16.73
3305,20.73753349177276,0.3435505653288714,0.8108112347640751,36.1,50.456974743038295,0.03547000544566919,0.8974533270547883,24.62,274.3434626849409,0.21901880237010093,0.2690567176927,20.79
3380,9.237155695928164,0.3458750994498746,0.6807695597321914,42.79,180.84089887450077,0.331069355068442,0.5570709276286526,19.12,55.12901149889221,0.05288912783489131,0.8373894959013889,18.5
3706,4.5809413047278404,0.2565989658047015,0.1902226837847893,50.44,240.8126619049198,0.4414181967483581,0.19548735660157968,19.74,340.71076032428465,0.3931463077318696,0.3832524651745176,12.42
4426,43.98053723889203,0.03223658199361466,0.6237880040732114,39.84,0.27367332444915493,0.010623282560134286,0.18737438652986152,24.65,63.044209007366945,0.04338098061931301,0.4690314913844291,24.38
4496,26.639121458332795,0.8366150775993517,0.49666912653717044,58.43,4.23102839961045,0.7512420628129943,0.19761032257392627,29.31,238.86098874938952,0.8254639644883072,0.09654416295168813,4.21
