id,d_c1_h,d_c1_s,d_c1_v,d_c1_pc,d_c2_h,d_c2_s,d_c2_v,d_c2_pc,d_c3_h,d_c3_s,d_c3_v,d_c3_pc
83773,215.13330929928088,0.5538217112253027,0.3389429848202651,31.26,348.91078892594754,0.6092404731368584,0.7211825694041226,30.15,0.1462074828481811,0.039227477659740856,0.5517848374061326,27.76
83829,0.7359680731333841,0.27173378644887464,0.030188132207975477,42.61,21.234503426374914,0.8336437241998366,0.4715349947869303,22.67,132.6911806226704,0.8888249269948201,0.16695897356303963,17.69
84768,57.545827686406035,0.20897600402386868,0.9825378982828809,44.67,58.91870358699431,0.22212581476681598,0.9805937469668864,42.82,60.70240180193929,0.22496724186470796,0.9833104516492533,6.5
86493,4.890603725841745,0.582485363023379,0.6856942732509798,37.16,50.26901782149853,0.25798615014288157,0.8754622434901806,15.84,24.864070403137735,0.40918378873162103,0.6775324030167502,15.29
87061,8.763844083608943,0.5659558648342115,0.5644583565477709,28.43,270.56431527086903,0.47684562007245573,0.1481207348192927,21.43,253.5104065112489,0.48950605004382186,0.15280423863942705,17.54
91246,22.491757043411976,0.059164416469197206,0.5665894704338931,48.21,82.19092466402364,0.031784284084807095,0.6645720685765011,28.93,46.86662812688257,0.03884194737088507,0.6183833657430088,15.98
92435,6.617636037725524,0.6507630623321894,0.5098929385593332,47.9,36.99975742866509,0.5701397697367171,0.33528064840909777,24.49,350.63956442180665,0.7053170662138748,0.3874731707317065,10.78
92641,187.98726889365997,0.7016968299985182,0.5357029648247225,37.04,11.187404802906679,0.5027371953522011,0.13411355349959236,26.48,170.35596603618387,0.4878530623083712,0.2999761805670113,15.45
94431,164.9939282356628,0.22175129985388545,0.08738025451481796,49.64,150.0,0.07543151727490348,0.2568340616982847,47.32,0.0,0.0,0.29390877522779735,1.46
94657,0.0,0.0,0.06758455572551673,56.15,0.0,0.0,0.1632062986366373,23.77,0.0,0.0,0.2994170444407941,10.47
95541,0.0,0.0,0.005015492183755007,51.9,0.0,0.0,0.10511834572331692,24.14,0.0,0.0,0.2480152161528103,9.02
95750,9.905269432781818,0.5647309941210396,0.45882382772066654,51.12,24.30862929524736,0.43294056004649406,0.4719755408623339,24.08,349.6390483654339,0.5200780389526175,0.543049057406758,13.62
96479,198.46630544410365,0.7952924306123114,0.11741268197457692,44.63,5.405864138219096,0.606131792388728,0.43826624121913776,18.18,50.72852548645993,0.0452833848418827,0.7967957489339258,14.61
96651,151.87307537823003,0.03251521703252671,0.2990104195379127,61.4,99.8695688998052,0.02178592611751478,0.5989736895860229,24.27,203.06032127445178,0.40054170537824063,0.10549132134919866,8.6
100294,3.107110880779484,0.19844184857057015,0.1879355813968794,52.81,43.013470750050196,0.4164863110180965,0.460053271474484,20.66,344.18620066733126,0.6317252096107021,0.3914925861389849,11.5
113472,240.29768606462844,0.024961564430659975,0.39701969030633716,54.32,222.100862570144,0.05341411762690132,0.382342897318241,32.25,37.99004655784079,0.26682622990930027,0.501666806923055,7.13
114335,224.75095726989892,0.34290346588747583,0.15568962032017278,46.79,334.96418396260907,0.20073797996663598,0.5949985202054093,18.04,283.3027842882262,0.23928395904115407,0.5069028193235995,15.0
114587,239.05179133301428,0.08452858962087305,0.6273154154223604,42.87,231.15570518150662,0.09459159842496502,0.646976405420413,37.28,247.0200426267158,0.07412409113125511,0.6265499588803117,18.68
114723,0.0,0.0,0.8903942103657274,30.63,0.0,0.0,0.8134401916079385,28.14,0.0,0.0,0.09544014517404038,18.76
114725,0.0,0.0,0.0506336773840022,42.36,0.0,0.0,0.1449081895095452,17.53,0.0,0.0,0.2834558520265292,16.61
114877,0.6070887709590965,0.1512506517168801,0.369202331864082,45.99,328.9457825293186,0.20814393954273688,0.25814610190299203,29.59,346.3472404994736,0.6363956312769069,0.21592389717057012,21.51
115004,147.66128664238926,0.1842268432030588,0.2822722817526866,72.05,333.53687923497336,0.16959678631727573,0.3381346454931923,14.91,162.46493326004895,0.15431830386030035,0.2697726917843378,8.9
115006,53.20421589547973,0.23628251576473158,0.8776381328030249,50.57,30.40238545982557,0.4454561010877867,0.7628529432584995,18.31,143.91476647300163,0.25937844368566904,0.2869163119958915,10.67
115419,34.811090023791365,0.4495433538124631,0.49162897574927755,38.22,13.80748620007271,0.4890891630300167,0.48967795956111043,28.1,76.4708754995811,0.45148050396302636,0.21495301141038772,15.62
115602,62.89145686615499,0.16915781928331858,0.13786484562444276,52.43,87.72173469929432,0.23607606706259956,0.13882287863024337,37.77,0.0,0.0,0.17394385391114667,4.79
116096,0.0,0.0,0.016652813729440497,96.33,0.0,0.0,0.16394787947127804,1.22,0.0,0.0,0.30929816370992885,0.98
116098,4.70888044275616,0.3521563938758471,0.06323152632893356,47.74,38.02478774938181,0.5870914965841316,0.19224746812194357,24.63,220.88618470052623,0.3673664811238049,0.3047327713828191,11.41
116100,33.393914252479185,0.35885253165094866,0.2819270266432628,41.99,15.149510123796787,0.34547999875705787,0.2900365231915696,23.25,62.03498700673007,0.12170457465987781,0.34766434454819656,15.9
116126,26.863338168322635,0.4070358416203866,0.49908948023650457,49.0,13.687459830077017,0.4536221743331412,0.33561302215615635,31.48,66.40583102494972,0.09254763584485642,0.592268203164467,9.59
