id,d_c1_h,d_c1_s,d_c1_v,d_c1_pc,d_c2_h,d_c2_s,d_c2_v,d_c2_pc,d_c3_h,d_c3_s,d_c3_v,d_c3_pc
3,17.84286051003852,0.3876736468119585,0.6623711767467851,70.37,351.01366434543917,0.549311159939204,0.3357140457553663,13.62,255.9521839476514,0.6008561162972094,0.1927206934275862,6.34
4,19.066225555808895,0.4276742401640162,0.7353614181354627,63.05,292.9922025376114,0.09234635743563542,0.8619266391160573,10.41,65.69569280480115,0.08406874745819515,0.9091144353098475,8.25
5,17.69251945513024,0.7411286787343494,0.4293907152601536,33.51,1.0280314470995988,0.15978658667067205,0.7606323344550674,24.23,32.52190833125096,0.4691433550015512,0.691459010559546,23.89
7,2.486175312413191,0.05731159296531019,0.5888497479441612,58.15,243.02015293360975,0.2957356112627132,0.06006140325064611,15.55,345.77773760604015,0.36799624516844315,0.550782763698362,7.87
11,0.3067508041312006,0.0681059744776702,0.025569632822266854,49.15,19.4970607187143,0.5425363449121045,0.4865649302169135,21.35,40.39175276161745,0.4355106439369729,0.541437176690143,11.11
12,1.7940614488091302,0.22184639888243546,0.0969937624216941,46.0,35.57463215018811,0.7219489746846501,0.6634358999087802,21.35,243.2794835100775,0.59461102559773,0.16224678448600988,11.51
18,187.51641089298883,0.7094896581824464,0.2630174862265839,33.42,2.4176190026528888,0.3313972560219106,0.8774602802978568,29.31,131.92925444370255,0.9178864354174456,0.06169360227053206,19.12
19,200.26013930105802,0.46449496970923315,0.5111661223249298,59.46,20.917736235745974,0.4955234353076573,0.8091700792567873,14.41,63.54485129926882,0.4016808478307103,0.7657525643709613,12.02
21,0.8407523253646427,0.1086238446495303,0.6819877134101084,50.23,211.06837686849858,0.30079853032909676,0.6866383900451828,16.83,40.24031652312911,0.4031693888550753,0.6356095910303223,14.31
39,19.817531157716033,0.32045634717976906,0.7238771826138574,28.45,50.75569372742478,0.10096206606584052,0.6599589454102585,21.4,177.52399164772754,0.09196363875990404,0.7844029040187699,20.01
45,236.73132625931322,0.7766823014959624,0.28305389992744734,54.17,208.38638914090214,0.6983488122305951,0.744085577472265,26.04,181.72697668691086,0.20708698795434552,0.9881928405552005,12.03
52,54.01083996376859,0.6295607224194972,0.965447690583179,52.38,328.1053996025031,0.44216915478790053,0.846619150613212,20.41,36.57686570539513,0.47852333395765634,0.8599503252783073,13.39
58,219.7260998160582,0.5043335750277176,0.31523041815104835,34.83,9.261666343598066,0.4130019989859192,0.6538615959492603,24.25,196.2099567577864,0.43295008469460694,0.5011207976204105,15.59
63,1.3064282880162663,0.06781626863350025,0.947639218590042,42.01,233.14322365413074,0.7869273047581922,0.5086058013134166,32.51,319.27010678199053,0.41085553755449095,0.7375719885690379,9.62
64,2.516456126781237,0.19107637050815304,0.7776794599051036,33.06,22.162571866354384,0.46962147414385563,0.807072008032645,32.5,200.0485070091665,0.40593399166732214,0.7765318357114728,22.04
65,11.826274406962389,0.5573302270570397,0.6795203365100834,44.53,221.7260825566571,0.30799130501948474,0.780597447032541,15.49,348.9635943552816,0.5372030106407795,0.4383532050330586,13.48
68,0.08178526942457337,0.01673199424541788,0.7279415005356742,50.18,20.86431394453373,0.5917553926071292,0.7271313449854271,22.35,31.931506310853464,0.4390966355923195,0.8991433812398647,21.49
69,26.31891979598979,0.7780660969038646,0.9006428731032856,26.79,346.5060394332578,0.6178359631725953,0.6036169135497929,26.43,5.537916653444991,0.36773984300600354,0.416327562993789,24.27
72,82.99065473615858,0.5269312545504621,0.3468006896484095,53.16,76.54624962642372,0.49783585686835136,0.3856622595202696,22.76,33.40325581596194,0.29208718289874375,0.791907614579588,8.92
75,2.1879240189141758,0.19337870787600342,0.8377358187395287,47.45,21.34567202166891,0.4878216623899284,0.8278696510050406,24.73,348.87937445116313,0.7383114042446021,0.6828067445794221,12.94
